date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink,sentiment
2020-07-17 15:39:08,himissjulie,openletterbot,0,1,5,"We're heading into dark times, people. The signs are clear. If you've read any stories about atrocities in other countries, that is what we are hurtling towards. The time to speak is NOW. The time for action is NOW. The time to stand up is NOW.",,,,1284150650629246981,https://twitter.com/himissjulie/status/1284150650629246981,Positive
2020-07-17 15:35:32,TyroneW79180291,,1,0,0,PRESIDENT TRUMP IM SICK OF YOU AND WHITE AMERICA. YOU A SNAKE. YOU REFUSE TO DENOUNCE THE KKK AND DEFUND POLICE AFTER I PLACED THEIR BACKGROUNDS ON SOCIAL MEDIA THAT YOU SEEN. YOU SAYING SCREW BLACK AMERICA. I GOT SOMETHING FOR YOU TOO.,,,,1284149744198189056,https://twitter.com/TyroneW79180291/status/1284149744198189056,Negative
2020-07-17 15:32:08,Unit1127,,0,0,0,"When did we, I mean the ignorant ones, start listening to the bowel movement group or BLM to defund the police. This has got to be the most fucked up ideology ever! So anyone who wants this then move the hell out of America because we dont ever want you here. ",,,,1284148890376253440,https://twitter.com/Unit1127/status/1284148890376253440,Negative
2020-07-17 15:25:51,Dnt_k1llmi_vibE,marclamonthill,1,0,0,RT : The most wholesome content you'll ever see me post.,,,,1284147310004494336,https://twitter.com/Dnt_k1llmi_vibE/status/1284147310004494336,Positive
2020-07-17 15:24:27,ThatManKevo,thoughtsofchi1,1,0,0,The police are racist. They purposefully allow the violence. Some policemen are even gang members and/or legit KKK members. We need police reform ASAP. And yes we will defund it because they aren’t serving us.,,,,1284146955153813504,https://twitter.com/ThatManKevo/status/1284146955153813504,Positive
2020-07-17 15:22:38,slulay2,,2,10,16,"As activists across the nation call on cities to defund police, Chicago schools are making crucial decisions about whether they should keep cops on campus. Mayor Lightfoot &amp; CPS have left it up to the 70+ schools who have cops to decide. But there's one BIG problem. ",,,,1284146498792493061,https://twitter.com/slulay2/status/1284146498792493061,Negative
2020-07-17 15:10:37,meat,factsonfiIm,0,0,13, ,,,,1284143476100169730,https://twitter.com/meat/status/1284143476100169730,Positive
2020-07-17 15:03:00,TheShanaEast,shireen818,1,5,5,Excellent segment today on @democracynow with the wonderful Shireen Al-Adeimi regarding the continued struggle to end the United States’ war on Yemen #YemenCantWait,,@democracynow,#YemenCantWait,1284141558552506370,https://twitter.com/TheShanaEast/status/1284141558552506370,Positive
2020-07-17 15:02:26,boxsquat,,0,0,1,"please educate yourself on what was happening pre-holocaust in Germany. I have posted this podcast before, but it does a good job of explaining the climate of the times. I fear something very similar is happening here - ex. #Portland https://www.earwolf.com/episode/do-we-understand-how-the-holocaust-happened-with-pascale-r-bos-part-1/",,,#Portland,1284141414478217217,https://twitter.com/boxsquat/status/1284141414478217217,Negative
2020-07-17 14:58:12,samuelaxon,,0,0,1,"Don’t Defund the Police. Re-Fund Them, Smarter. ",,,,1284140352673390599,https://twitter.com/samuelaxon/status/1284140352673390599,Negative
2020-07-17 14:55:30,meanunclejack,,1,0,6,(Person whose heart is in the right place) DEFUND THE KARENS!!!,,,,1284139673481338885,https://twitter.com/meanunclejack/status/1284139673481338885,Negative
2020-07-17 14:50:10,Scarvis,YourPalCasey,1,0,0,Right on. I haven’t read anything by him but I hear good things!,,,,1284138327810039810,https://twitter.com/Scarvis/status/1284138327810039810,Positive
2020-07-17 14:49:18,boxsquat,,0,0,1,Don't hate me because I read the news is the new don't hate me because I am beautiful,,,,1284138112348823553,https://twitter.com/boxsquat/status/1284138112348823553,Positive
2020-07-17 14:44:05,Rdafforn,DHS_Wolf,0,0,0,"Prevail against WHAT? Against WHO? Citizens? Protests? Democracy? Have you ever read a history book? Your boss will be happy to throw your reputation away and blame it on you. So have fun, I guess?",,,,1284136799929958405,https://twitter.com/Rdafforn/status/1284136799929958405,Negative
2020-07-17 14:34:15,btoch,ashleyfeinberg,0,0,1,Thank u for being brave enough to say this,,,,1284134322975449098,https://twitter.com/btoch/status/1284134322975449098,Positive
2020-07-17 14:33:28,touzokuoubakura,,1,1,0,"@Xrcalo explain why ""defund universities""? they're the best solution we have to ignorance based fascism, communism and violence. i myself like my schooling. i would be very sad if i couldnt finish my PhD. universities arent publically funded, anyway, most of them.",,@Xrcalo,,1284134127894179841,https://twitter.com/touzokuoubakura/status/1284134127894179841,Negative
2020-07-17 14:26:16,ManchegoFlambe1,CNN,1,0,0,Defund the Pineapple Police Brigades,,,,1284132313161400327,https://twitter.com/ManchegoFlambe1/status/1284132313161400327,Negative
2020-07-17 14:18:33,R88D8,,0,1,0,"So you want to defund Police??? Violent crime in US cities surges in summer amid pandemic, protests: 'Perfect storm of distress' ",,,,1284130374361272320,https://twitter.com/R88D8/status/1284130374361272320,Negative
2020-07-17 14:05:42,emoc814,NYCMayor,0,0,0,You are a disgrace and should resign your position. What you have done to the city and to our police department is unbelievable. All police should walk off the job then you would really see what it means to defund the police.,,,,1284127136962547713,https://twitter.com/emoc814/status/1284127136962547713,Positive
2020-07-17 14:04:13,ManchegoFlambe1,ABC7Chicago,0,0,0,"""if"", 1- that was suggested. Obviously didn't go over well. 2- how would it be enforced.? when you all want to Defund the Police. Oh Mask Patrols ?, Social Distancing Warriors ? The National Guard.?",,,,1284126766769078272,https://twitter.com/ManchegoFlambe1/status/1284126766769078272,Negative
2020-07-17 13:38:00,RexHuppke,,19,21,136,"Trump is right. Joe Biden will abolish the suburbs, demolish your cupboards, outlaw your scrub boards and cut up your club cards. He’ll defund the military and have soldiers serve as spoken-word poetry ambassadors at “surrender bases” around the world. ",,,,1284120167719542786,https://twitter.com/RexHuppke/status/1284120167719542786,Positive
2020-07-17 13:37:02,BireshT,GOPLeader,0,0,0,"Yeah good luck with that. @gop want to defund schools, defund states, and defund cities. No longer for the people or by the peole.",,@GOP,,1284119924156268548,https://twitter.com/BireshT/status/1284119924156268548,Negative
2020-07-17 13:35:23,jimdewan,,0,0,0,"This may be relevant to any ""Defund the Police?"" discussions: ",,,,1284119509683625985,https://twitter.com/jimdewan/status/1284119509683625985,Positive
2020-07-17 13:19:32,lejistar112,dudelovebruh,2,0,0,"My mind is fully intact. If you bothered to speak to people who disagree with you, instead of hearing 2nd hand, you'd know to 99% of us ""defund"" does not mean eradicate, it means do in a significantly different way, reallocating and restructuring.",,,,1284115519226904576,https://twitter.com/lejistar112/status/1284115519226904576,Positive
2020-07-17 13:18:13,latinasvotered,ClintSmithIII,0,0,0,Defund the “word” police. I’ll say what I want.,,,,1284115189860687876,https://twitter.com/latinasvotered/status/1284115189860687876,Negative
2020-07-17 12:57:52,Caramelgal21,Blk_Chauvinist,3,0,0,"You are full of lies. You know good and dam well bm destroyed the black community. Selling drugs, raping, refuse to work and go to school, stealing, killing and the most goes on. But y’all say defund the police ",,,,1284110069483937793,https://twitter.com/Caramelgal21/status/1284110069483937793,Negative
2020-07-17 12:57:31,jamali_maryam,,0,0,0,Opinion | Defund the Pentagon: The Liberal Case ,,,,1284109981160280064,https://twitter.com/jamali_maryam/status/1284109981160280064,Positive
2020-07-17 12:33:07,YankTown,,0,1,4,"CHICAGO: tonight, 5pm Black Indigenous Solidarity Rally defund CPD // decolonize zhigaagoong see you there (poster art by Art Twink) ",,,,1284103838073606144,https://twitter.com/YankTown/status/1284103838073606144,Positive
2020-07-17 12:32:08,jrkisbad,Sludge,0,0,0,Defund the Kennedys ,,,,1284103592312475650,https://twitter.com/jrkisbad/status/1284103592312475650,Positive
2020-07-17 12:24:21,iam356,king_Lui_2,1,0,0,You can still defund while creating a budget and put some of that money toward schools/homeless shelters/rehabilitation services. These kinds of funds would ideally create less work for police sure but if we talking about weeding out what’s the problem?,,,,1284101632725147650,https://twitter.com/iam356/status/1284101632725147650,Positive
2020-07-17 12:21:59,alainadulecki,tan_hands,1,0,1,@VinMan17 ,,@VinMan17,,1284101039667458049,https://twitter.com/alainadulecki/status/1284101039667458049,Positive
2020-07-17 12:14:42,ZeexB,thehill,0,0,0,Okay...defund CPD and fund CPS.,,,,1284099203447304193,https://twitter.com/ZeexB/status/1284099203447304193,Negative
2020-07-17 12:00:49,howdyruiz,tedwheeler,0,0,0,Aaaaaaaaand here comes fascism in the flesh - happy Friday! (Ted Wheeler is aligned with Trump in every facet & refuses to defund/ hold PPD accountable while publicly decrying protestors. Save your performative BS &amp; get off your ass. ,,,,1284095711781494785,https://twitter.com/howdyruiz/status/1284095711781494785,Positive
2020-07-17 11:54:29,JDawgg56,gregadonn,0,0,0,Who else had to rewind at 44 seconds,,,,1284094115953684481,https://twitter.com/JDawgg56/status/1284094115953684481,Negative
2020-07-17 11:49:10,KittyHostility,instrumelo,0,0,0,This is why we say defund the police. ,,,,1284092777408716800,https://twitter.com/KittyHostility/status/1284092777408716800,Negative
2020-07-17 11:33:55,Thegillman69,ColorArousal,0,1,1,"2) Did you hear that he wants to defund Medicare and Social Security?In order to give the people the relief package that they so badly need because of the Corona Virus,he wants to “give” people a payroll tax cut. So, he wants to steal money from one program to pay for the other!",,,,1284088942392942593,https://twitter.com/Thegillman69/status/1284088942392942593,Negative
2020-07-17 11:24:09,ThisisSterling,,0,0,2,"I get very frustrated when people who don’t believe or agree with something change their stance when it impacts them personally. Like, I’m glad you came around but it shouldn’t take personal experience for you to start caring about other people",,,,1284086481599037441,https://twitter.com/ThisisSterling/status/1284086481599037441,Positive
2020-07-17 10:20:04,dudadius,DanMcKATU,0,0,0,"Yea defund, demilitarize, reform...whatever. Get rid of these goons.",,,,1284070357759070208,https://twitter.com/dudadius/status/1284070357759070208,Negative
2020-07-17 09:00:23,hippocampusplus,JoAnnPDX,0,0,0,You probably called them there to save local tax dollars and maintain face. This is ridiculous. Make them leave and defund the police.,,,,1284050301566226432,https://twitter.com/hippocampusplus/status/1284050301566226432,Negative
2020-07-17 07:06:30,gonzosj488,instrumelo,0,0,0,Now cops are fucking w the real neighborhood protection.. Bully Bully..defund the police,,,,1284021642377801728,https://twitter.com/gonzosj488/status/1284021642377801728,Negative
2020-07-17 06:06:45,whatutrynageton,,0,1,1,ted: barney stinson: suit up or im gonna fucking kill myself,,,,1284006605646901251,https://twitter.com/whatutrynageton/status/1284006605646901251,Negative
2020-07-17 05:51:23,abeycerva,instrumelo,0,0,1,DEFUND THE MF PIGS (POLICE) ,,,,1284002738301546499,https://twitter.com/abeycerva/status/1284002738301546499,Negative
2020-07-17 05:46:48,Scarvis,YourPalCasey,1,0,0,You can’t say shit like that and then not say the title of the book!,,,,1284001588487413761,https://twitter.com/Scarvis/status/1284001588487413761,Negative
2020-07-17 05:46:48,TheRISEofROD,bennyjohnson,4,24,45,"Defund the police, then release the fucking criminals... Biden 2020 ",,,,1284001588470861824,https://twitter.com/TheRISEofROD/status/1284001588470861824,Negative
2020-07-17 05:37:06,climbcatclasp,SenJeffMerkley,1,0,0,This is even more terrifying when you see video. I literally don’t understand how/why even Democratic leaders seem to have NO proactive recourse here but to verbally “condemn.” Defund the fucking DOJ. Impeach Barr. *Do* something? ,,,,1283999146568036356,https://twitter.com/climbcatclasp/status/1283999146568036356,Negative
2020-07-17 05:34:32,Scarvis,goatmansgoblet,0,0,0,That sounds extremely cool and good!,,,,1283998498325590016,https://twitter.com/Scarvis/status/1283998498325590016,Positive
2020-07-17 05:33:46,postachinni,OregonGovBrown,0,0,0,F'in defund Homeland Security ASAP @SpeakerPelosi They are going after American Protesters executing their FREE SPEECH RIGHTS. We don't do fascism in the US. @JoeBiden,,@SpeakerPelosi @JoeBiden,,1283998305656229888,https://twitter.com/postachinni/status/1283998305656229888,Positive
2020-07-17 05:25:16,Scarvis,mdemanatee,1,0,1,"Not to be a podcast ad, but Nikta and I have a Casper mattress that we like very much.",,,,1283996169476009984,https://twitter.com/Scarvis/status/1283996169476009984,Negative
2020-07-17 05:05:19,Rdafforn,dburbach,0,1,0,excuse me the fuck what,,,,1283991145706450944,https://twitter.com/Rdafforn/status/1283991145706450944,Negative
2020-07-17 04:52:26,IllinoisanMale,,0,0,0,CTU demands formalized: -Defund police -Rent subsidies -Paid sick leave for all -Medicare for all -12 students maximum/class -100% funding for IDEA (wildly abused program at all 5 schools I've been). -At least $1B federal bailout +More https://www.ctulocal1.org/wp-content/uploads/2020/07/CTU-Same-Storm-Different-Boat-FINALx.pdf?link_id=3&amp;can_id=05909abf6dcde534a89c9275820fea52&amp;source=email-safety-for-our-school-communities-means-starting-the-school-year-virtually&amp;email_referrer=email_862207&amp;email_subject=safety-for-our-school-communities-means-starting-the-school-year-virtually,,,,1283987904457515009,https://twitter.com/IllinoisanMale/status/1283987904457515009,Negative
2020-07-17 04:47:45,scottmonaghan,EricaFails,1,0,1,But seriously: defund Batman. Tax Bruce Wayne and redirect those funds to services that promote social and economic well-being.,,,,1283986727842062337,https://twitter.com/scottmonaghan/status/1283986727842062337,Negative
2020-07-17 04:27:11,rich_alfonso,,0,1,15,Defund the police should include cop TV shows. We don’t need anymore seasons of Blue Bloods.,,,,1283981550405722113,https://twitter.com/rich_alfonso/status/1283981550405722113,Negative
2020-07-17 04:03:20,btoch,davidhogg111,0,0,0,Imagine getting young people excited about Joe Biden ,,,,1283975547408785410,https://twitter.com/btoch/status/1283975547408785410,Positive
2020-07-17 04:00:55,realgracestuewe,jackstraw710_,1,0,0,Rainier is still better tho (& cheaper),,,,1283974939578716160,https://twitter.com/realgracestuewe/status/1283974939578716160,Negative
2020-07-17 03:58:55,j_brunke,SpeakerPelosi,0,0,0,"Did you know a Biden staffer said Joe doesn't support your anti-police, defund the police stance. Maybe he didn't read the memo or just got confused again",,,,1283974438879408133,https://twitter.com/j_brunke/status/1283974438879408133,Negative
2020-07-17 03:48:23,btoch,,0,0,0,Also pleasantly shocked that Damon managed to stick the landing in that finale. Definitely not his stong suit but it's one of the best I've seen,,,,1283971785302704128,https://twitter.com/btoch/status/1283971785302704128,Positive
2020-07-17 03:42:12,btoch,,1,0,2,I finally finished The Leftovers and I just want to drive home the fact that Carrie Coon is the most talented actor of her generation. And also a BABE,,,,1283970231921246208,https://twitter.com/btoch/status/1283970231921246208,Negative
2020-07-17 03:40:48,jordannachicago,,1,1,10,For the past week I’ve been googling how to build a house ............... so that’s where I’m at folks,,,,1283969878387576834,https://twitter.com/jordannachicago/status/1283969878387576834,Positive
2020-07-17 03:35:53,okaychicago,,0,0,0,Vibes at Midnight | CushVlog 07.14.20 | Chapo Trap House https://youtu.be/OQsp7ZtFxOM via @YouTube,,@YouTube,,1283968639465590784,https://twitter.com/okaychicago/status/1283968639465590784,Positive
2020-07-17 03:21:47,Mikellangelo_,instrumelo,0,2,3,At this point. Defund these mfs and require more training they always worried about the wrong thing! ,,,,1283965092871188481,https://twitter.com/Mikellangelo_/status/1283965092871188481,Negative
2020-07-17 03:01:15,chefkumquat,,1,6,9,we said defund da police and somehow mail carriers caught da flak. im fuckin SICK.,,,,1283959925757161472,https://twitter.com/chefkumquat/status/1283959925757161472,Negative
2020-07-17 02:57:25,brandonnadig,whateverzoe,0,0,0,i oscillate,,,,1283958960798793729,https://twitter.com/brandonnadig/status/1283958960798793729,Positive
2020-07-17 02:56:15,DeenoThaGreat,instrumelo,0,0,1,Defund the police,,,,1283958667247853573,https://twitter.com/DeenoThaGreat/status/1283958667247853573,Negative
2020-07-17 02:53:34,MadProphet23,chicagosmayor,0,0,0,"Hey Lori, defund the Chicago Police",,,,1283957989859303428,https://twitter.com/MadProphet23/status/1283957989859303428,Positive
2020-07-17 02:50:46,JDawgg56,,0,0,1,They really took the episodes of Nick Cannon’s podcast away ,,,,1283957287221157890,https://twitter.com/JDawgg56/status/1283957287221157890,Negative
2020-07-17 02:49:14,okaychicago,pheromones,0,0,1,"Thank god not a lot of people know she’s Italian, that’d be a bad look if people knew that she was Italian",,,,1283956901286469633,https://twitter.com/okaychicago/status/1283956901286469633,Positive
2020-07-17 02:48:52,boxsquat,,0,0,2,Do you ever think about how you mute a conversation on here and it continues forever (approx 3 days) and you just don't know about it???,,,,1283956808248438786,https://twitter.com/boxsquat/status/1283956808248438786,Negative
2020-07-17 02:48:05,JDawgg56,shannonmichele_,0,0,1,Shoot I couldn’t find a better word lol,,,,1283956610088435712,https://twitter.com/JDawgg56/status/1283956610088435712,Positive
2020-07-17 02:44:17,DenverNikki,EPCSheriff,0,0,1,Just building a case to defund the sheriff as well. What do you again? It’s your job to help protect Coloradoans. Shameful,,,,1283955654407979008,https://twitter.com/DenverNikki/status/1283955654407979008,Positive
2020-07-17 02:31:29,meat,ravenwhiteclaw,0,0,1,the new bar exam is that you have to sue them for your fees back,,,,1283952433467621377,https://twitter.com/meat/status/1283952433467621377,Negative
2020-07-17 02:30:07,lesismorelie,HammerFist3,0,0,0,@CaucasianJames,,@CaucasianJames,,1283952089140326402,https://twitter.com/lesismorelie/status/1283952089140326402,Positive
2020-07-17 02:27:42,miriamapierce,,0,0,4,I’m literally crying he said “f them damn dogs chief” what a STATEMENT lollllll,,,,1283951481046147072,https://twitter.com/miriamapierce/status/1283951481046147072,Negative
2020-07-17 02:26:18,miriamapierce,,1,0,4,lmao he said WHAT?! Whose dog wronged this man!!! Pls!,,,,1283951127323725824,https://twitter.com/miriamapierce/status/1283951127323725824,Negative
2020-07-17 02:18:50,bobvail,rodger,0,0,0,Lotta that going around this tournament. Head to the 20-second mark to see a guy level an opponent then turn another inside out. https://twitter.com/chicagofire/status/1283440122629959680?s=21,,,,1283949250905243648,https://twitter.com/bobvail/status/1283949250905243648,Negative
2020-07-17 02:18:08,okaychicago,,0,0,1,If I could describe my college experience in Missouri,,,,1283949074585210881,https://twitter.com/okaychicago/status/1283949074585210881,Positive
2020-07-17 02:15:46,gretelisabeth,,1,0,6,"go to dunkin’ donuts and get a toasted bagel , you can use cream cheese if you want but I got butter . get hashbrowns and tear them up, put inside bagel. get the snacking bacon and put that inside the bagel as well. le epic sandwich has arrived!",,,,1283948477433745410,https://twitter.com/gretelisabeth/status/1283948477433745410,Positive
2020-07-17 02:10:00,greeks_4Trump,DebHaslam,0,2,1,No wonder he wants to defund the police. Just like the rest of them ,,,,1283947026380726272,https://twitter.com/greeks_4Trump/status/1283947026380726272,Negative
2020-07-17 02:04:08,tom_il77,AlextheCastle90,1,0,0,"It's pretty sad that someone who holds a position of power like you do is gullible enough to fall for the most ridiculous conspiracy theory in modern times. (Well, second behind ""Pizzagate"") And spare me your ""defund the police"" BS. What a copout ,,.",,,,1283945549264232448,https://twitter.com/tom_il77/status/1283945549264232448,Negative
2020-07-17 01:59:37,Rdafforn,RetiredMaybe,0,0,1,Feelings are coming out of my face,,,,1283944414306398208,https://twitter.com/Rdafforn/status/1283944414306398208,Negative
2020-07-17 01:59:13,SaintofSnark,wilsonlives,1,0,1,Swiss army man is the perfect example of this idea,,,,1283944313479725058,https://twitter.com/SaintofSnark/status/1283944313479725058,Positive
2020-07-17 01:55:20,SaintofSnark,Ironhorse481,2,0,0,I would argue that this famous scene is a jump scare,,,,1283943335669968896,https://twitter.com/SaintofSnark/status/1283943335669968896,Positive
2020-07-17 01:52:49,SaintofSnark,TauZaman,0,0,1,So I don't know of any of the top of my head but Does The Dog Die is great for checking for jump scares or anything you're not feeling up for,,,,1283942700828459014,https://twitter.com/SaintofSnark/status/1283942700828459014,Positive
2020-07-17 01:52:21,hilaryscruff_,businessinsider,0,0,10,god i hate liberals so much. Like defund CPD and fund CPS instead of just calling someone karen ,,,,1283942585762013184,https://twitter.com/hilaryscruff_/status/1283942585762013184,Positive
2020-07-17 01:48:39,JDawgg56,robotfoxxx,1,0,1,If you need help hit my line. I’ve got a good 2 years experience on it.,,,,1283941655020740610,https://twitter.com/JDawgg56/status/1283941655020740610,Positive
2020-07-17 01:47:13,JDawgg56,shannonmichele_,1,0,2,"It was based off the same story told 72927733 times, but our elders gotta flex their talent cause these movies aren’t a good look",,,,1283941293966733312,https://twitter.com/JDawgg56/status/1283941293966733312,Negative
2020-07-17 01:44:03,lilgayafg,,0,0,2,Tomorrow! Let’s go! I’ll be there. Protesting has NOT STOPPED. We are still fighting & we are still moving forward. Black Lives Matter Defund the Police Abolish ICE ,,,,1283940495241236482,https://twitter.com/lilgayafg/status/1283940495241236482,Negative
2020-07-17 01:40:55,Addicted2Poli,SecPompeo,0,0,0,Defund West Point. ,,,,1283939706691092480,https://twitter.com/Addicted2Poli/status/1283939706691092480,Positive
2020-07-17 01:33:56,JeddWest,michaeljohns,0,0,0,Defund our schools next????,,,,1283937951538454529,https://twitter.com/JeddWest/status/1283937951538454529,Negative
2020-07-17 01:32:06,NassirFaulkner,instrumelo,0,0,1,Watch this and listen to the cops justification.This is the dumbest thing I’ve seen. Defund the police. ,,,,1283937488587952131,https://twitter.com/NassirFaulkner/status/1283937488587952131,Negative
2020-07-17 01:29:56,ChiTownCheese,ABC7Chicago,2,0,2,Police are the problem. Lets defund them ,,,,1283936943005487105,https://twitter.com/ChiTownCheese/status/1283936943005487105,Positive
2020-07-17 01:27:50,Dnt_k1llmi_vibE,,0,0,0,I cant stand yt folks : The Series,,,,1283936415710154752,https://twitter.com/Dnt_k1llmi_vibE/status/1283936415710154752,Positive
2020-07-17 01:23:56,meat,nuffsaidny,0,0,3,omg it DOES look like a Zoom meeting ,,,,1283935434591150081,https://twitter.com/meat/status/1283935434591150081,Negative
2020-07-17 01:22:11,meat,meat,0,0,0,improving public transit access to fucking Atherton is exactly the kind of stuff that lets people pat themselves on the back and say “my work here is done” when they didn’t fix anything,,,,1283934993274806277,https://twitter.com/meat/status/1283934993274806277,Positive
2020-07-17 01:21:11,meat,likeholywine,1,0,1,improving Caltrain is pointless when all the communities along it are just as hostile to low income individuals and households.,,,,1283934743399141376,https://twitter.com/meat/status/1283934743399141376,Positive
2020-07-17 01:12:43,Ben08605112,PunishDem1776,0,0,0,"Law enforcements have not been defunded, you can get arrested for killing domestic terrorists. BUT, after the defund, it's hunting season. Let the liberals burn in hell. ",,,,1283932610901823488,https://twitter.com/Ben08605112/status/1283932610901823488,Negative
2020-07-17 01:10:27,whatutrynageton,,0,0,0,"clothing brands are vessels for the people they represent and since the disenfranchised are the people represented (looking at you streetwear/sneaker game) you must support the radical politics that support them, no in between",,,,1283932041294360576,https://twitter.com/whatutrynageton/status/1283932041294360576,Positive
2020-07-17 01:00:50,jordannachicago,gabybrumbaugh,1,0,1,As a third party I also validate this decision,,,,1283929620853727237,https://twitter.com/jordannachicago/status/1283929620853727237,Positive
2020-07-17 00:52:53,ecrabtreenelson,AynRandPaulRyan,0,0,0,Defund the police. ,,,,1283927620871237632,https://twitter.com/ecrabtreenelson/status/1283927620871237632,Negative
2020-07-17 00:50:48,realgracestuewe,naiyamariah,0,0,1,Thank u! I’m just so disappointed that they would take this opportunity to rekindle a rivalry when I was trying to make this single abt standing up for what’s right.,,,,1283927095215783937,https://twitter.com/realgracestuewe/status/1283927095215783937,Positive
2020-07-17 00:50:39,jfluck,,1,2,16,defund MLB network playing The Natural,,,,1283927057169362950,https://twitter.com/jfluck/status/1283927057169362950,Negative
2020-07-17 00:48:30,JudgeMilkman,,0,0,1,"We (left) ask them (establishment) for something and we always get a compromise at least one notch back like this: We ask reform, we'll get nothing We ask defund, we'll get reform. We ask abolish, we'll get defund. We ask ****, we'll get abolish Use your imagination.",,,,1283926519039930368,https://twitter.com/JudgeMilkman/status/1283926519039930368,Negative
2020-07-17 00:47:49,Dnt_k1llmi_vibE,JinsoulSpears,0,0,2,"RT : IM NOT HARD, YOURE HARD !",,,,1283926344561197056,https://twitter.com/Dnt_k1llmi_vibE/status/1283926344561197056,Negative
2020-07-17 00:47:19,Dnt_k1llmi_vibE,JacksunShane,0,0,1, My loins ,,,,1283926218832846856,https://twitter.com/Dnt_k1llmi_vibE/status/1283926218832846856,Positive
2020-07-17 00:42:51,SaintofSnark,Ironhorse481,1,0,1,Signs has jump scares that are famous onto themselves,,,,1283925094734147592,https://twitter.com/SaintofSnark/status/1283925094734147592,Positive
2020-07-17 00:42:22,SaintofSnark,aleams,1,0,1,Yo looks fucking great my dude!,,,,1283924972327575553,https://twitter.com/SaintofSnark/status/1283924972327575553,Positive
2020-07-17 00:40:36,SaintofSnark,TheBillyProcida,1,0,1,You've done this to me multiple times. I only like tweets that make me laugh,,,,1283924530814242816,https://twitter.com/SaintofSnark/status/1283924530814242816,Positive
2020-07-17 00:39:47,jaldrich10,chicagosmayor,0,0,1,"Hey, Lori. Defund the police. ",,,,1283924321778520065,https://twitter.com/jaldrich10/status/1283924321778520065,Negative
2020-07-17 00:32:46,meat,BLUSHlNGGUK,0,0,1, probably,,,,1283922555833929730,https://twitter.com/meat/status/1283922555833929730,Negative
2020-07-17 00:29:32,Jerome_Daily,YNB,0,0,0,Dawg I’m - how can you legit not ask yourself how tf is this helping / protecting - at the core level of my career it’s taught to use your mfn brain and think critically Im sorry to this man and everyone - defund the fucking police,,,,1283921742134738944,https://twitter.com/Jerome_Daily/status/1283921742134738944,Negative
2020-07-17 00:25:25,CMYKarate,,0,3,5,It's weird. Mayor Lightfoot ~has~ acted badly about actually improving Chicago. She's attacked ongoing protests hard and refuses to acknowledge any reform/defund/removing cops from CPS talk and wants from the actual community. But none of that is why the far right is big mad.,,,,1283920708528201728,https://twitter.com/CMYKarate/status/1283920708528201728,Negative
2020-07-17 00:24:09,wetfromsobbing,chicagosmayor,0,0,10,I mean you should defund the police instead of trying to be funny on twitter ,,,,1283920387852689409,https://twitter.com/wetfromsobbing/status/1283920387852689409,Positive
2020-07-17 00:21:21,Bluebane,Matt___Burnett,0,0,1,What good have the police done for anyone but the police? Fucking defund them everywhere. ,,,,1283919683327004673,https://twitter.com/Bluebane/status/1283919683327004673,Negative
2020-07-17 00:20:38,gretelisabeth,,0,0,0,someone on tiktok called me a pick me girl because I said deep tiktok is 2016 deep fried humor and not funny and people just like feeling “different” kdnznznznzn,,,,1283919503340994560,https://twitter.com/gretelisabeth/status/1283919503340994560,Negative
2020-07-17 00:19:12,ziggy_n4,,0,1,6,Defund the police.,,,,1283919145025798153,https://twitter.com/ziggy_n4/status/1283919145025798153,Negative
2020-07-17 00:08:16,meat,SumerOfGeorge,1,1,9,summer of georen,,,,1283916390441848833,https://twitter.com/meat/status/1283916390441848833,Positive
2020-07-17 00:04:30,Ryan98707238,chipfranklin,0,0,0,Defund the police!! ,,,,1283915442411708416,https://twitter.com/Ryan98707238/status/1283915442411708416,Negative
2020-07-17 00:00:22,DaveWCronin,instrumelo,1,0,1,"Unreal. Once again, you never hear anyone exclaiming “fuck the fire department” or “defund the fire department”. All Cops Are Clowns. ",,,,1283914403902115840,https://twitter.com/DaveWCronin/status/1283914403902115840,Positive
2020-07-16 23:56:16,meat,,0,0,8,i’m literally going to be the owner of property don’t they know i cannot be trusted,,,,1283913372011048961,https://twitter.com/meat/status/1283913372011048961,Positive
2020-07-16 23:53:05,bobbie_digital1,,0,0,2,If I was part of an elite satanic cabal I'd be doing everything possible to defund the police &amp; our military right now. #StayWoke ,,,#StayWoke,1283912569535762434,https://twitter.com/bobbie_digital1/status/1283912569535762434,Negative
2020-07-16 23:45:41,NicoTheLyricist,,0,0,0,I originally got on Twitter cuz Terry Crews wanna defund Pornhub and I wanna aggressively ask that nigga what he got against the only gf I got?,,,,1283910709257134081,https://twitter.com/NicoTheLyricist/status/1283910709257134081,Negative
2020-07-16 23:40:58,okaychicago,WGNNews,0,0,0,We’ve been testing a public biking system since 2007.. I was 9.,,,,1283909520016707584,https://twitter.com/okaychicago/status/1283909520016707584,Negative
2020-07-16 23:38:13,jeremy_hart9,danletras,0,0,0,"Other countries do bad, we do good, i live in Chicago, the whole defund the police movement has caused crime and homicides to skyrocket, 7 children have been murdered in the last two weeks. Defunding the army would lead to millions of deaths, get over yourself",,,,1283908831370792962,https://twitter.com/jeremy_hart9/status/1283908831370792962,Negative
